IncidentDate,City,State,Shape,Duration,Summary,PostedDate
8/18/2016 20:30,Saint Simons Island,GA,Triangle,10-15 seconds,"Two fast, silent, red-orange triangles over St. Simons Island, Georgia.",8/19/2016
8/18/2016 20:23,Long Beach,CA,Light,30 seconds,"Orange orb, then 22 minutes later, a blue light that disappeared in <2 seconds.",8/19/2016
8/18/2016 20:20,Los Angeles,CA,Fireball,10 seconds,"NEON GREEN STREAK OVER PICO FAIRFAX (L.A.), OVER FULL MOON.",8/19/2016
8/18/2016 19:00,Waterloo,NY,Oval,2 hours,Over a 2 hour period we watched a bright light in the sky move SSE slowly. I watched about an hour of this and went to my neighbor bec,8/19/2016
8/18/2016 18:00,Torrington,CT,Triangle,5 seconds,"Strange object, gliding over my town.",8/25/2016
8/18/2016 6:00,Perrysburgh,OH,Oval,2 minutes,((HOAX??)) No lights dark color thought it was a cloud not windy at all then it was gone. ((anonymous report)),8/19/2016
8/17/2016 22:50,Opelousas,LA,Circle,20 minutes,Multi-colored flashing lights over Louisiana.,8/19/2016
8/17/2016 21:30,Wesley Chapel,FL,Fireball,2:45,Two red balls of fire rise into the sky...hover...and fly away from us.,8/19/2016
8/17/2016 21:30,Northfield,NH,Formation,15 minutes,Triangular shaped formation.,8/19/2016
8/17/2016 21:30,Milford,CT,Rectangle,few hours?,"Giant projector screen between two flashing, multicolored, lights. SEEN BY MANY.",8/19/2016
8/17/2016 21:00,Kansas City,MO,Circle,15 seconds,"Disappearing/reappearing dot in the sky, going down.",8/19/2016
8/17/2016 20:40,Los Angeles,CA,Light,10 seconds,Blue light ball streaked across east sky. ((anonymous report)),8/19/2016
8/17/2016 20:00,Gilbert,AZ,Light,60 seconds,"Constant bright star-like white light, heading away with no nav or landing lights. ((NUFORC Note: Sighting of ISS. PD))",8/19/2016
8/17/2016 15:00,Tygh Valley,OR,Oval,5-10 seconds,Oval object fades away into blue sky.,8/25/2016
8/17/2016 8:15,Bethlehem,PA,Other,5 seconds,"Seen a shape of the same configuration of the fin ,microphone and silver or chrome in appearance.it stood motionless in front of some l",8/19/2016
8/17/2016 5:00,Baytown,TX,Triangle,2 minutes,Seen 3 bright white lights on each corner of the craft.. Stationary; as big as half of our football stadium. ((anonymous report)),8/19/2016
8/16/2016 23:40,Bremerton,WA,Flash,3 seconds,Something falling out of the sky at full speed.,8/19/2016
8/16/2016 23:00,Elizabethton,TN,Circle,2 minutes,I seen a round ball of orange light that shot up from the mountains up into the dark clouds then disappear. ((anonymous report)),8/19/2016
8/16/2016 23:00,Port Saint Lucie,FL,Triangle,30,Unidentified craft circling my neighborhood.,8/19/2016
8/16/2016 22:15,Gaylord,MI,Fireball,1 minute,"Lights in the sky over Gaylord, MI.",8/19/2016
8/16/2016 22:00,Orange Park,FL,Flash,Short,"Ball of light, flash, fast. ((anonymous report))",8/19/2016
8/16/2016 21:30,Hamlet,NC,Light,2 minutes,"3 bright, red, blinking lights, flying low in the eastern sky, Hamlet, NC.",8/19/2016
8/16/2016 21:30,Amarillo,TX,Sphere,3 seconds,Thank you for reading this report and taking my claims seriously.,8/19/2016
8/16/2016 21:00,Paphos (Cyprus),,Flash,3 seconds,Horizontal or/streak in night sky; 2 nights consecutively.,8/25/2016
8/16/2016 20:15,Biglerville,PA,Oval,30 seconds,"Traveling east on Hwy 234 toward Biglerville. I was cresting the top of a hill when I saw off in a distance, 2 bright oval shape lights",8/19/2016
8/16/2016 19:00,Beaverton,OR,Light,2 minutes,Bright unidentifiable flying object that faded to blend in with the sky.,8/25/2016
8/16/2016 17:00,Snohomish,WA,Cigar,2 minutes,Cigar and slowly spinning triangle in daylight.,9/2/2016
8/16/2016 10:15,Gaylord,MI,,1 minute,"Drive truck and was on phone with gf and I saw what I thought were fireworks, and realized they were moving in formation.",8/25/2016
8/16/2016 7:12,Manchester (UK/England),,Circle,6 seconds,"I had just finished working a nightshift,when I was waiting at the bus stop. It was a clear morning and blue sky. I looked up at the sk",9/2/2016
8/16/2016 5:30,Providence,RI,Circle,5 minutes,"Red orb moving quickly, then stops multiple times over Providence, RI.",8/16/2016
8/16/2016 5:30,Boise,ID,Flash,10 seconds,Ship flew away at high speed into stars and left a green/blue light glowing.,8/19/2016
8/16/2016 5:30,Providence,RI,Circle,10 minute,"Red circular object moving quickly, then stops and hovers over Providence, RI, changes colors and then disappears.",8/19/2016
8/16/2016 4:10,Edison,NJ,Triangle,Minutes (2 sightings),Lighted Triangular Crafts sighted within minutes of each other HIGH OVERHEAD.,8/16/2016
8/16/2016 2:47,New York City (Manhattan),NY,Unknown,15-20 minutes,I was on the roof of my apartment building eating a bag a potato chips around 2:45 am this morning. I was just absentmindedly looking u,8/16/2016
8/16/2016 2:20,Cadiz,OH,Light,10 seconds,8 of my co-workers and I where in the parking lot at quitting time Standing around talking when one of us noticed 7 lights streaking ac,8/19/2016
8/15/2016 23:45,Memphis,TN,Diamond,~15 minutes,Diamond shaped objects hoving over highway in and near Memphis,8/25/2016
8/15/2016 23:15,Cornelius,NC,Circle,3 seconds,"One round bright light, brighter than the moon, appearing from nowhere and descending rapidly straight down followed by two smaller bri",8/16/2016
8/15/2016 23:00,Sumter,SC,,45 seconds,As I was laying in my bed around eleven O clock pm I strangely got The urge to go outside.I ignored the felling and layed back down I s,8/16/2016
8/15/2016 23:00,Northglenn,CO,Formation,10 seconds,"V-formation of 8-9 crafts, flying north to south, in Northglenn, CO.",8/29/2016
8/15/2016 21:36,San Diego,CA,Fireball,1 minute,Flashing fireball slowly moving over Mission Valley around 9:36 pm on Monday night 8/15/2016. Looked like the flash of fire wold repeat,8/16/2016
8/15/2016 21:15,Boulder,CO,Unknown,30 seconds,Light traveling beneath the clouds without marker lights of regular aircraft. Light looked like like it was traveling in our dorection,8/16/2016
8/15/2016 21:00,Laguna Beach,CA,Fireball,15 minutes total,Comet-like UFO's with shimmery tales over the ocean turning on and off. ((anonymous report)),8/19/2016
8/15/2016 20:05,Gilbert,AZ,Circle,5 minutes,"Round shaped object with no blinking lights, just white, first high in air, then lower instantly, moving across the sky, disappears.",8/16/2016
8/15/2016 13:00,Foster,WV,Formation,1 minute,Five white dots at gret height sped away at incredible speed.,8/25/2016
8/15/2016 3:10,Nashville,TN,Light,~2 minutes,"Bright orange light in the sky, appeared to be two separate lights when zoomed in. Both shaped in straight lines.",8/16/2016
8/14/2016 22:45,Marina Del Rey,CA,Light,30 seconds,Walking west on Washington blvd at Palawan way 6 orange lights were seen moving in out of a straight line. Then they formed a straight,8/16/2016
8/14/2016 22:40,Wassaic,NY,Fireball,15 seconds,"Fireball above Wassaic, NY.",8/16/2016
8/14/2016 21:30,Ogallala,NE,Triangle,>15 minutes,Spotted Triangle of lights above No Name Bay at Lake McConaughey in Ogallala NE,8/16/2016
8/14/2016 21:30,Stoughton,MA,Light,>2 hours,((HOAX??)) I saw four lights in the sky in a straight angled line. All difrent colors. I have pictures. ((anonymous report)),8/16/2016
8/14/2016 21:00,Camden,NJ,Circle,5 minutes,Red and orange light near Philadelphia international and the phillies stadium,8/16/2016
8/14/2016 21:00,Wheatland,CA,Circle,Several minutes,Observed strange bluish light. North to south direction. Unknown altitude. Very Fast. Horizon to horizon in approx. two minutes.,8/16/2016
8/14/2016 19:45,Sedro Woolley,WA,Other,6 seconds,Big black tranparent blib in sky.,8/16/2016
8/14/2016 19:00,Nashua,NH,Circle,20 minutes,"Circular glowing craft, extremely fast. ((NUFORC Note: We believe that the object is a commercial airliner, above a contrail. PD))",8/16/2016
8/14/2016 19:00,Sabattus,ME,Cigar,,No sound cigar shaped Was in cloud.,8/19/2016
8/14/2016 18:00,Vancouver,WA,Egg,5 minutes,Leaving Clark County fair; noticed an object flying at high speed going N. Tried to get video but I think I was to far away.,8/16/2016
8/14/2016 17:00,Allyn,WA,Disk,10-15 seconds,"Observed an object in the sky that flew fast, straight then 90 deggree turn qyickly, sped off.",8/16/2016
8/14/2016 17:00,Nantucket,MA,Sphere,3 minutes,"Flickering round ball, following flight path of jets. ((semi-anonymous report))",8/19/2016
8/14/2016 16:30,Saratoga,WY,Sphere,20,((HOAX??)) Riding bikes in the desert. We pulled off of a dirt road and went up into the woods a little ways. ((anonymous report)),8/16/2016
8/14/2016 10:30,Hilliard,OH,Other,30 seconds 5/6x,((HOAX??)) About 1-2 weeks ago and I kept seeing this white huge orb going across our yard. ((anonymous report)),8/25/2016
8/14/2016 3:00,Rygge (Norway),,,25 minutes,A glowing white ball of light moving from side-to-side for 25 min.s behind light-colored night clouds. ((anonymous report)),8/19/2016
8/14/2016 1:57,Vancouver,WA,Light,2× 1/2 min...60 sec total,"8/14/16 @ 1:56am. Orange glowing ball disappears, re appeared and disappears again in Vancouver sky. Total time 1min.",8/16/2016
8/14/2016 0:00,Chester,SC,Triangle,Hours,They are bright almost like a star and you can see changing lights around them.,8/16/2016
8/14/2016,Buford,GA,Triangle,Until unseen,Large triangle. Only objects visible could have been a formation or one large ship; occurring for wks. ((anonymous report)),8/19/2016
8/13/2016 0:00,Berea,OH,Other,?,"Row of white lights, stationary, with possible black dome above. ((anonymous report))",8/16/2016
8/13/2016 23:33,Fargo,ND,Sphere,6 minutes,"One craft seen in SE sky hovering over Red River. Moved--flashing lights for few sec., then went away 6-10 minutes.",8/16/2016
8/13/2016 23:00,Denver,CO,Other,3 minutes,I walked out to my backyard and saw a very bright light that looked like a star but i noticed it was moving slow. Before my eyes the cr,8/16/2016
8/13/2016 22:15,Jacksonville,FL,Light,>15 minutes,My girlfriend noticed a bright star over one of the trees and pointed it out to me.,8/16/2016
8/13/2016 22:00,Bend,OR,Unknown,5 minutes,"White light crosses sky, turns, then appears to hover before fading out.",9/9/2016
8/13/2016 21:45,Bourbonnais,IL,Formation,45 seconds,10-12 yellow/orange globes traveling N to S Kankakee Co.; disappeared quickly in S. ((anonymous report)),8/16/2016
8/13/2016 21:40,Madison,WI,Light,<10 minutes,"Red/orange light seen east of Madison, WI.",8/16/2016
8/13/2016 21:40,Hurricane,WV,Light,5 minutes,Bright single light that went from northwest to southeast. No aircraft flashing lights. ((NUFORC Note: Intl. Space Station. PD)),8/16/2016
8/13/2016 21:30,Elkins (near),WV,Other,~1 minute,"Strange object in sky near Elkins, wv",8/19/2016
8/13/2016 21:00,Teston (UK/England),,Triangle,1 minute,Triangular object with white & blue lights.,9/2/2016
8/13/2016 20:45,Mukwonago,WI,Light,5 minutes,Bright light that turned deep red.,8/16/2016
8/13/2016 19:10,Miami (Bal Harbor),FL,Other,5-10 seconds,Invisible flying saucer exhausts and top revealed by sunsent over miami,8/16/2016
8/13/2016 13:00,Leawood,KS,Disk,1 hour,"Objects circling in sky, daytime, other adults saw crafts. Too high up and far away to attempt to photograph.",8/16/2016
8/13/2016 6:57,Elizabeth City,NC,Disk,3 minutes,"Saucer-shaped chrome vessel, hovering near wind turbines in Elizabeth City, NC.",8/25/2016
8/13/2016 5:15,Alexandria,MN,Light,5 minutes,Blinking satellite type objects.,8/16/2016
8/13/2016 5:15,Raleigh,NC,Sphere,~30 seconds,"Object 300 meters in the air, crossing the sky like a rocket opens the walls of earth and explodes into thin air leaving just a trial",8/16/2016
8/13/2016 4:00,Fort Collins,CO,Chevron,~5 seconds,Was watching the meteor shower from a field at the end of the road. ~ 4AM an object flew overhead which had 5 lights in a V formation.,8/16/2016
8/13/2016 3:25,Harrisburg,PA,Circle,3 seconds,"Flash of white/green light, moving very fast over the Susquehanna River. Suddenly disappears. No debris. ((anonymous report))",8/16/2016
8/13/2016 2:15,Longmont,CO,Rectangle,2 minutes,"Big, rectangular, flying object that changed direction.",8/16/2016
8/13/2016 0:47,Albany,OR,Rectangle,20 seconds,Large reddish orange craft moving SW at fast rate of speed. Heard roaring almost like engine. Noisy neighborhood though.,8/16/2016
8/12/2016 23:30,Derby (UK/England),,Unknown,3 seconds,4 lights not recorded on camera.,8/16/2016
8/12/2016 23:00,Fairfax,VA,Triangle,90 minutes,From about 23:00 to 00:30 I saw two triangle shaped figures in the sky. The appearance of the UFOs were that they had three white light,8/16/2016
8/12/2016 22:30,Jackson,MI,Light,50 seconds,"Very, very bright led type light moving slowly west to east. High in the atmosphere.",8/16/2016
8/12/2016 22:30,Portland,OR,Light,Ongoing,Satellite not what it appears to be.,8/16/2016
8/12/2016 21:00,Lake Roesiger,WA,Light,<1 minute,"Silent floating white orb over Lake Roesiger, WA.",8/16/2016
8/12/2016 21:00,Albuquerque,NM,Light,3 minutes,Bright red light in the sky moving ENE disappearing in mid flight.,8/16/2016
8/12/2016 21:00,Inkster,MI,Disk,7 minutes,Saw a black saucer in the sky that started with being a red light,8/16/2016
8/12/2016 20:30,New York City (Middle Village),NY,Unknown,10 seconds,Four red lights with two blinking green lighted object in sky,8/16/2016
8/12/2016 20:00,Fairfield,CA,Chevron,30 seconds,"Small, still, V-shaped UFO.",9/15/2016
8/12/2016 19:40,Kalawana (Sri Lanka),,Fireball,4 seconds,"The craft was a ball in shape, and had a very bright flash around. The flash could make the sky as daylight time.",8/19/2016
8/12/2016 19:00,St. Peters,MO,Circle,8 seconds,"We thought it was a plane falling from the sky, but as it became closer to the ground we realized the bright lit red ball did not have",8/16/2016
8/12/2016 19:00,Riverside,CA,Other,,"Orange orb over the 60 freeway in Riverside, California.",8/19/2016
8/12/2016 16:30,Tijeras,NM,Oval,4 minutes,Two oval shaped spheres travelling rapidly west over Tijeras Canyon,8/16/2016
8/12/2016 16:00,Stuart,FL,Circle,Few seconds,Bright white light blue hue.,8/16/2016
8/12/2016 14:00,Bayonne,NJ,Disk,unknown,Enlarged image of a gray streak in photo shows a clear image of a flying saucer looking craft.,9/2/2016
8/12/2016 13:00,Yakima,WA,Circle,north close to the firing,"Looking N over there army base Yakima, WA, there is four or five lights above the sky moving very slowly. ((anonymous report))",8/16/2016
8/12/2016 12:00,Rio Rancho,NM,Light,10 seconds,Blue lights flying across the Albuquerque night sky every 5 mins around 12AM,8/16/2016
8/12/2016 10:30,Parkersburg,WV,,Few minutes,"We see a bright object move by. It was very fast, then disappears. ((anonymous report))",8/16/2016
8/12/2016 8:10,Oakville (Canada),ON,Light,30 seconds,Object in morning sky gets white bright and disappears,8/16/2016
8/12/2016 7:00,Reynoldsburg,OH,Egg,30-45 seconds,We were sitting outside this morning getting ready to take the kids to school. And we looked up and seen a egg shaped form in the sky.,8/16/2016
8/12/2016 4:15,Deltona,FL,Chevron,30 seconds,"Grey chevron tracked east to west over Deltona, Fl.",8/16/2016
8/12/2016 4:00,Interstate 8,AZ,Triangle,10 minutes,"W on I-8, in AZ, E of Yuma at 4am. On my left, near an overpass, was a craft that looked to be size of car. ((anonymous report))",8/16/2016
8/12/2016 3:00,Wilburton,OK,Flash,several times during nigh,Seen whole sky dim flashes that came in quick pairs several times during the night. None of them were seen at the same time as a meteo,8/16/2016
8/12/2016 3:00,Indian Trail,NC,Unknown,2 hours,2 odd acting circle ufos almost searching in sky for something or someone.,8/16/2016
8/12/2016 3:00,Lakewood,CO,Other,North,These 3 bright objects appeared and started moving higher up in the sky. ((NUFORC Note: Possibly twinkling stars? PD)),8/16/2016
8/12/2016 2:45,Tacoma,WA,Chevron,5-10 seconds,Five lights moved in unison from NW to SE across the Tacoma sky at night.,8/16/2016
8/12/2016 2:15,Kaunakakai,HI,Formation,30 minutes,"Fleet of slow moving, flashing, soft white lights. The light in the front was a huge circular lighted craft. The 4 small crafts behind",8/16/2016
8/12/2016 2:04,Phoenix,AZ,Light,4 seconds,"Went out to smoke a cigarette and saw a flash of blue light in the sky, it was like something just warped out. The blue light was compo",8/16/2016
8/12/2016 2:00,Wells,VT,Light,3 hours,We began to observe a lot of unusual activity and bright lights on the mountains,8/16/2016
